"Carimbo de data/hora","Nome (operador)","#TICKET","CONTRATO"
"2023/05/10 4:06:06 PM GMT-3","Rômulo","Ticket #51605","PJ COLETIVO POR ADESÃO"
"2023/05/10 4:06:22 PM GMT-3","Franciny Silvano","Ticket #51517","INTERCAMBIO"
"2023/05/10 4:06:37 PM GMT-3","Nicoly lima","Ticket: #51578","PJ EMPRESARIAL"
"2023/05/10 4:07:34 PM GMT-3","Rômulo","Ticket #51623","UFSC"
"2023/05/10 4:07:39 PM GMT-3","juliana"," #51432","PF"
"2023/05/10 4:09:44 PM GMT-3","mallone Almeida","Ticket: #51474","PJ EMPRESARIAL"
"2023/05/10 4:09:47 PM GMT-3","Davi","Ticket #51535","PJ COLETIVO POR ADESÃO"
"2023/05/10 4:11:11 PM GMT-3","Rômulo ","Ticket #51635","PJ EMPRESARIAL"
"2023/05/10 4:11:44 PM GMT-3","Mallone Almeida","Ticket: #51381","INTERCAMBIO"
"2023/05/10 4:14:34 PM GMT-3","Nicoly lima","Ticket: #51579","PJ EMPRESARIAL"
"2023/05/10 4:25:30 PM GMT-3","Milenna","Ticket #51653","PJ EMPRESARIAL"
"2023/05/10 4:25:31 PM GMT-3","Mallone Almeida ","Ticket: #51412","PJ EMPRESARIAL"
"2023/05/10 4:25:32 PM GMT-3","Nicoly lima","Ticket: #51557","PF"
"2023/05/10 4:27:22 PM GMT-3","Milenna","Ticket #51655","PJ COLETIVO POR ADESÃO"
"2023/05/10 4:28:46 PM GMT-3","Rômulo","Ticket #51662","PJ EMPRESARIAL"
"2023/05/10 4:29:32 PM GMT-3","Caleb Dias ","Ticket: #51494","PJ EMPRESARIAL;PJ COLETIVO POR ADESÃO"
"2023/05/10 4:30:39 PM GMT-3","Rômulo","Ticket #51654","PJ EMPRESARIAL"
"2023/05/10 4:33:36 PM GMT-3","Davi","Ticket #51631","UFSC"
"2023/05/10 4:34:55 PM GMT-3","Rômulo ","Ticket #51656","INTERCAMBIO"
"2023/05/10 4:35:08 PM GMT-3","Franciny Silvano","Ticket #51534","PF"
"2023/05/10 4:37:03 PM GMT-3","Mallone Almeida","Ticket: #51528","PJ COLETIVO POR ADESÃO"
"2023/05/10 4:37:24 PM GMT-3","Rômulo","Ticket #51591","PJ EMPRESARIAL"
"2023/05/10 4:38:04 PM GMT-3","Franciny Silvano","Ticket #31709","PF"
"2023/05/10 4:38:31 PM GMT-3","Nicoly lima","Ticket: #51558","INTERCAMBIO"
"2023/05/10 4:38:48 PM GMT-3","Davi","Ticket #51553","PJ COLETIVO POR ADESÃO"
"2023/05/10 4:43:55 PM GMT-3","Nicoly lima","Ticket: #51546","PJ EMPRESARIAL"
"2023/05/10 4:58:39 PM GMT-3","Henrique D'ávila","Ticket: #51687","PJ COLETIVO POR ADESÃO"
"2023/05/10 5:00:09 PM GMT-3","Franciny silvano","Ticket #51639","INTERCAMBIO"
"2023/05/10 5:04:04 PM GMT-3","Davi","Ticket #51564","PF"
"2023/05/10 5:08:48 PM GMT-3","Vanessa Rosa","Ticket: #51691","PF"
"2023/05/10 5:09:04 PM GMT-3","Davi","Ticket #51630","PJ EMPRESARIAL"
"2023/05/10 5:09:28 PM GMT-3","Nicoly lima","Ticket: #51542","PJ COLETIVO POR ADESÃO"
"2023/05/10 5:14:06 PM GMT-3","Franciny silvano","Ticket #51647","PJ EMPRESARIAL"
"2023/05/10 5:15:45 PM GMT-3","Franciny silvano","Ticket #51649","PJ COLETIVO POR ADESÃO"
"2023/05/10 5:18:20 PM GMT-3","Vanessa Rosa","Ticket: #51694","PF"
"2023/05/10 5:18:38 PM GMT-3","Caleb Dias","Ticket: #51549","PF;FUNDAÇOES"
"2023/05/10 5:19:06 PM GMT-3","Davi","Ticket #51567","INTERCAMBIO"
"2023/05/10 5:19:42 PM GMT-3","Nicoly lima","Ticket: #51683","PJ EMPRESARIAL"
"2023/05/10 5:20:56 PM GMT-3","Davi","Ticket #51568","INTERCAMBIO"
"2023/05/10 5:22:53 PM GMT-3","Caleb ","Ticket: #51624","PF"
"2023/05/10 5:23:40 PM GMT-3","Davi","Ticket #51569","INTERCAMBIO"
"2023/05/10 5:26:00 PM GMT-3","Vanessa Rosa","Ticket: #51690","INTERCAMBIO"
"2023/05/10 5:26:20 PM GMT-3","Nicoly lima","Ticket: #51666","PJ EMPRESARIAL"
"2023/05/10 5:27:25 PM GMT-3","Mallone Almeida ","Ticket: #51678","PJ COLETIVO POR ADESÃO"
"2023/05/10 5:32:15 PM GMT-3","Caleb ","Ticket: #51644","PJ EMPRESARIAL"
"2023/05/10 5:33:18 PM GMT-3","Davi","Ticket #51570","PJ COLETIVO POR ADESÃO"
"2023/05/10 5:39:53 PM GMT-3","Davi","Ticket #51611","PJ EMPRESARIAL"
"2023/05/10 5:43:56 PM GMT-3","Davi","Ticket #51583","PF"
"2023/05/10 5:48:22 PM GMT-3","Davi","Ticket #51585","PF"
"2023/05/10 5:49:18 PM GMT-3","Caleb","Ticket: #51526","PF"
"2023/05/10 5:52:30 PM GMT-3","Rômulo","Ticket #51715","PJ EMPRESARIAL"
"2023/05/10 5:52:44 PM GMT-3","Davi","Ticket #51629","PJ COLETIVO POR ADESÃO"
"2023/05/10 5:53:26 PM GMT-3","Jacqueline Lais  ","Ticket #51712","PJ EMPRESARIAL"
"2023/05/10 5:56:21 PM GMT-3","Vanessa Rosa","Ticket: #51749","PJ COLETIVO POR ADESÃO"
"2023/05/10 5:59:00 PM GMT-3","Mallone Almeida","Ticket: #51670","PJ EMPRESARIAL"
"2023/05/10 6:01:15 PM GMT-3","Rômulo","Ticket #51753","PJ COLETIVO POR ADESÃO"
"2023/05/10 6:04:04 PM GMT-3","Nicoly lima","Ticket: #51558","INTERCAMBIO"
"2023/05/10 6:05:11 PM GMT-3","Vanessa Rosa","Ticket: #51751","PJ EMPRESARIAL"
"2023/05/10 6:07:04 PM GMT-3","Davi","Ticket #51620","PJ EMPRESARIAL"
"2023/05/10 6:09:06 PM GMT-3","Nicoly lima","Ticket: #51557","PF"
"2023/05/10 6:10:23 PM GMT-3","Nicoly lima","Ticket: #51555","PJ COLETIVO POR ADESÃO"
"2023/05/10 6:11:35 PM GMT-3","Jacqueline Lais ","Ticket #51719","PJ COLETIVO POR ADESÃO"
"2023/05/10 6:12:31 PM GMT-3","Rômulo","Ticket #51761","PF"
"2023/05/10 6:12:36 PM GMT-3","Vanessa Rosa","Ticket: #51756","PJ EMPRESARIAL"
"2023/05/10 6:17:33 PM GMT-3","Rômulo","Ticket #51766","PF"
"2023/05/10 6:18:59 PM GMT-3","Davi","Ticket #51632","PJ EMPRESARIAL"
"2023/05/10 6:22:09 PM GMT-3","Nicoly","Ticket: #51538","PF"
"2023/05/10 6:23:43 PM GMT-3","Jacqueline Lais ","Ticket #51713","PF"
"2023/05/10 6:24:19 PM GMT-3","Vanessa Rosa","Ticket: #51758","PJ EMPRESARIAL"
"2023/05/10 6:26:13 PM GMT-3","Nicoly lima","Ticket: #51543","PF"
"2023/05/10 6:30:35 PM GMT-3","Nicoly lima","Ticket: #51546","PJ EMPRESARIAL"
"2023/05/10 6:38:41 PM GMT-3","Rômulo","Ticket #51767","INTERCAMBIO"
"2023/05/10 6:39:20 PM GMT-3","Rômulo","Ticket #51766","PF"
"2023/05/10 6:42:15 PM GMT-3","Nicoly Lima","Ticket: #51545","INTERCAMBIO"
"2023/05/10 6:43:04 PM GMT-3","caleb","Ticket: #51550","PF"
"2023/05/10 6:43:13 PM GMT-3","Franciny silvano","Ticket #51675","PF"
"2023/05/10 6:43:49 PM GMT-3","Franciny silvano","Ticket #51677","PJ EMPRESARIAL"
"2023/05/10 6:45:26 PM GMT-3","Franciny silvano","Ticket #51685","PJ COLETIVO POR ADESÃO"
"2023/05/10 6:47:33 PM GMT-3","Franciny","Ticket #51695","PF"
"2023/05/10 6:47:44 PM GMT-3","Jacqueline Lais ","Ticket #51721","PJ EMPRESARIAL"
"2023/05/10 6:48:02 PM GMT-3","Eugenia","Ticket #51773","PJ COLETIVO POR ADESÃO"
"2023/05/10 6:48:28 PM GMT-3","Franciny silvano","Ticket #51698","PJ EMPRESARIAL"
"2023/05/10 6:54:48 PM GMT-3","Nicoly lima","Ticket: #51544","PF"
"2023/05/10 6:57:58 PM GMT-3","Nicoly lima","Ticket: #51544","PF"
"2023/05/10 7:03:17 PM GMT-3","Eugenia","Ticket #51775","PF"
"2023/05/10 7:04:22 PM GMT-3","Nicoly lima","Ticket: #51542","PJ COLETIVO POR ADESÃO"
"2023/05/10 7:18:02 PM GMT-3","Nicoly lima","Ticket: #51762","PJ EMPRESARIAL"
"2023/05/10 7:18:20 PM GMT-3","Caleb ","Ticket: #51645","PF"
"2023/05/10 7:19:55 PM GMT-3","Eugenia","Ticket #51777","PJ COLETIVO POR ADESÃO"
"2023/05/10 7:27:11 PM GMT-3","Jacqueline Lais ","Ticket #51721","PJ EMPRESARIAL"
"2023/05/10 7:27:28 PM GMT-3","Eugenia","Ticket #51778","PJ EMPRESARIAL;PJ COLETIVO POR ADESÃO"
"2023/05/10 7:38:37 PM GMT-3","Vanessa Rosa","Ticket: #51784","PJ EMPRESARIAL"
"2023/05/10 7:40:25 PM GMT-3","Nicoly lima","Ticket: #51548","INTERCAMBIO"
"2023/05/10 7:44:39 PM GMT-3","Nicoly lima","Ticket: #51797","PJ EMPRESARIAL"
"2023/05/10 7:47:49 PM GMT-3","Nicoly lima","Ticket: #51801","PF"
"2023/05/10 7:52:43 PM GMT-3","Franciny silvano","Ticket #51788","INTERCAMBIO"
"2023/05/10 7:56:26 PM GMT-3","Franciny silvano","Ticket #51799","PF"
"2023/05/10 8:20:33 PM GMT-3","Franciny silvano","Ticket #51817","PJ COLETIVO POR ADESÃO"
"2023/05/10 8:23:58 PM GMT-3","Eugenia","Ticket #51778","PJ EMPRESARIAL"
"2023/05/10 8:26:13 PM GMT-3","Rômulo","Ticket #51819","CAASC 0025"
"2023/05/10 8:27:02 PM GMT-3","Nicoly lima","Ticket: #51796","INTERCAMBIO"
"2023/05/10 8:37:39 PM GMT-3","Jacqueline Lais ","Ticket #51396","PJ EMPRESARIAL"
"2023/05/10 8:37:58 PM GMT-3","Franciny silvano","Ticket #51825","PJ EMPRESARIAL"
"2023/05/10 8:39:45 PM GMT-3","Nicoly lima","Ticket: #51800","PF"
"2023/05/10 8:44:43 PM GMT-3","Nicoly lima","Ticket: #51796","INTERCAMBIO"
"2023/05/10 8:46:37 PM GMT-3","Franciny silvano ","Ticket #51818","PJ COLETIVO POR ADESÃO"
"2023/05/10 8:54:53 PM GMT-3","Nicoly lima","Ticket: #51795","PF"
"2023/05/10 8:55:52 PM GMT-3","jacqueline lais ","Ticket #51483","PJ EMPRESARIAL"
"2023/05/10 8:58:27 PM GMT-3","Rômulo","Ticket #51828","INTERCAMBIO"
"2023/05/10 9:03:03 PM GMT-3","franciny silvano ","Ticket #51826","PJ COLETIVO POR ADESÃO"
"2023/05/10 9:05:31 PM GMT-3","Nicoly lima","Ticket: #51552","PJ EMPRESARIAL"
"2023/05/10 9:10:22 PM GMT-3","Franciny silvano","Ticket #51832","PJ EMPRESARIAL"
"2023/05/10 9:21:46 PM GMT-3","Franciny silvano","Ticket #51838","PF"
"2023/05/10 9:33:58 PM GMT-3","Rômulo","Ticket #51839","PJ EMPRESARIAL"
"2023/05/10 9:43:06 PM GMT-3","Jacqueline Lais ","Ticket #51483","PJ EMPRESARIAL"
"2023/05/10 9:47:02 PM GMT-3","eugenia","Ticket #51790","PJ COLETIVO POR ADESÃO"
"2023/05/10 10:08:09 PM GMT-3","eugenia","ticket #51802","PJ EMPRESARIAL"
"2023/05/10 10:23:04 PM GMT-3","Nicoly lima","Ticket: #51556","PF"
"2023/05/10 10:23:31 PM GMT-3","Nicoly lima","Ticket: #51852","INTERCAMBIO"
"2023/05/10 10:23:39 PM GMT-3","Jacqueline Lais ","Ticket #51489","PJ EMPRESARIAL"
"2023/05/10 11:15:09 PM GMT-3","Jacqueline Lais","Ticket #51769","PJ EMPRESARIAL"
"2023/05/10 11:16:08 PM GMT-3","Eugenia ","Ticket #51803","PJ COLETIVO POR ADESÃO"
"2023/05/10 11:17:49 PM GMT-3","Jacqueline Lais ","Ticket #51849","PJ EMPRESARIAL"
"2023/05/11 12:18:43 AM GMT-3","eugenia","Ticket #51869","PJ EMPRESARIAL"
"2023/05/11 12:29:51 AM GMT-3","Eugenia","Ticket #51870","PJ EMPRESARIAL"
"2023/05/11 12:39:31 AM GMT-3","eugenia","Ticket #51871","PJ COLETIVO POR ADESÃO"
"2023/05/11 12:44:46 AM GMT-3","Diana Melo","Ticket #51901","PF"
"2023/05/11 12:49:07 AM GMT-3","Eugenia","Ticket #51873","PF"
"2023/05/11 1:52:24 AM GMT-3","Diana Mleo","Ticket #51902","CAASC 0025"
"2023/05/11 5:27:04 AM GMT-3","Diana.Melo","Ticket #51903","PF"
"2023/05/11 6:28:16 AM GMT-3","vanessa gallardo","Ticket:#51904","PJ EMPRESARIAL"
"2023/05/11 6:29:06 AM GMT-3","vanessa gallardo","Ticket: #51906","PJ EMPRESARIAL"
"2023/05/11 6:51:16 AM GMT-3","vanessa gallardo","Ticket:#51905","INTERCAMBIO"
"2023/05/11 7:11:59 AM GMT-3","vanessa gallardo","Ticket: #51912","PJ EMPRESARIAL"
"2023/05/11 7:23:01 AM GMT-3","juliana","Ticket #51913","PJ EMPRESARIAL"
"2023/05/11 7:24:08 AM GMT-3","Sara Zimmermann","Ticket: #51907","INTERCAMBIO"
"2023/05/11 7:28:56 AM GMT-3","Bianca Lemos","Ticket: #51914","PF"
"2023/05/11 7:29:16 AM GMT-3","Sara Zimmermann","Ticket #51910","PJ EMPRESARIAL;PJ COLETIVO POR ADESÃO"
"2023/05/11 7:31:19 AM GMT-3","Bianca Lemos","Ticket: #51916","INTERCAMBIO"
"2023/05/11 7:37:37 AM GMT-3","Sara Zimmermann","Ticket #51917","PJ EMPRESARIAL"
"2023/05/11 7:39:27 AM GMT-3","Bianca Lemos","Ticket: #51919","PJ COLETIVO POR ADESÃO"
"2023/05/11 7:41:46 AM GMT-3","vanessa gallardo","Ticket: #51920","PF"
"2023/05/11 7:43:28 AM GMT-3","Sara zimmermann","Ticket #51918","INTERCAMBIO"
"2023/05/11 7:59:23 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51924","PF"
"2023/05/11 8:00:14 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51925","PJ COLETIVO POR ADESÃO"
"2023/05/11 8:01:04 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51927","PF"
"2023/05/11 8:06:24 AM GMT-3","Sara zimmermann","Ticket: #51922","PJ COLETIVO POR ADESÃO"
"2023/05/11 8:07:13 AM GMT-3","Bianca Lemos","Ticket: #51923","UFSC"
"2023/05/11 8:09:45 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51929","PJ EMPRESARIAL"
"2023/05/11 8:10:58 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51933","PJ EMPRESARIAL"
"2023/05/11 8:11:33 AM GMT-3","SARAH MORGANA","Ticket: #51926","PJ EMPRESARIAL"
"2023/05/11 8:11:50 AM GMT-3","vanessa gallardo","Ticket: #51928","PJ EMPRESARIAL"
"2023/05/11 8:11:57 AM GMT-3","SARAH MORGANA","Ticket: #51932","PF"
"2023/05/11 8:20:26 AM GMT-3","juliana","#51915","PF"
"2023/05/11 8:20:32 AM GMT-3","vanessa gallardo","chat - protocolo 36044920230511110715","PF"
"2023/05/11 8:25:32 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51935","FUNDAÇOES"
"2023/05/11 8:26:27 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51936","UFSC"
"2023/05/11 8:29:53 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51937","PJ EMPRESARIAL"
"2023/05/11 8:31:01 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51938","INTERCAMBIO"
"2023/05/11 8:31:55 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51939","PJ EMPRESARIAL"
"2023/05/11 8:32:45 AM GMT-3","SARAH MORGANA","Ticket: #51945","PJ EMPRESARIAL"
"2023/05/11 8:33:32 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51943","PF"
"2023/05/11 8:34:19 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51944","PF"
"2023/05/11 8:35:28 AM GMT-3","Bianca Lemos","Ticket: #51946","INTERCAMBIO"
"2023/05/11 8:35:53 AM GMT-3","vanessa gallardo","chat - 36044920230511110715","PF"
"2023/05/11 8:40:49 AM GMT-3","Bianca Lemos","Ticket: #51951","PJ EMPRESARIAL"
"2023/05/11 8:43:10 AM GMT-3","vanessa gallardo","chat - 36044920230511110669","PJ COLETIVO POR ADESÃO"
"2023/05/11 8:52:31 AM GMT-3","SARAH MORGANA","Ticket: #51949","CAASC 0976"
"2023/05/11 8:55:39 AM GMT-3","SARAH MORGANA","Ticket: #51954","PJ EMPRESARIAL"
"2023/05/11 8:56:07 AM GMT-3","Bianca Lemos","Ticket: #51956","PJ EMPRESARIAL"
"2023/05/11 9:01:00 AM GMT-3","SARAH MORGANA ","Ticket: #51954","PJ EMPRESARIAL"
"2023/05/11 9:01:48 AM GMT-3","Caleb","Ticket: #51963","PJ EMPRESARIAL"
"2023/05/11 9:06:00 AM GMT-3","Sara Zimmermann","Ticket #51965","PF"
"2023/05/11 9:11:02 AM GMT-3","Milenna","Ticket #51967","PF"
"2023/05/11 9:12:08 AM GMT-3","vanessa gallardo","chat - protocolo 36044920230511110884 ","PJ EMPRESARIAL"
"2023/05/11 9:17:04 AM GMT-3","SARAH MORGANA","Ticket: #51961","PJ EMPRESARIAL"
"2023/05/11 9:21:14 AM GMT-3","Milenna","Ticket #51971","PF"
"2023/05/11 9:21:59 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51970","PJ COLETIVO POR ADESÃO"
"2023/05/11 9:23:02 AM GMT-3","Caleb ","Ticket: #51974","PJ EMPRESARIAL"
"2023/05/11 9:24:26 AM GMT-3","juliana"," #51915","PF"
"2023/05/11 9:24:46 AM GMT-3","Bianca Lemos","Ticket: #51972","PJ EMPRESARIAL"
"2023/05/11 9:28:22 AM GMT-3","juliana","#51931","INTERCAMBIO"
"2023/05/11 9:31:04 AM GMT-3","juliana","#51940","PJ EMPRESARIAL"
"2023/05/11 9:31:24 AM GMT-3","Milenna","Ticket #51977","PJ EMPRESARIAL"
"2023/05/11 9:33:55 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51975","PF"
"2023/05/11 9:34:30 AM GMT-3","VAL","Ticket #51978","PJ EMPRESARIAL"
"2023/05/11 9:34:51 AM GMT-3","Bianca Lemos","Ticket: #51976","PF"
"2023/05/11 9:39:41 AM GMT-3","vanessa gallardo","chat - 36044920230511111061","PF"
"2023/05/11 9:41:47 AM GMT-3","Natalia","Ticket: #51981","PJ EMPRESARIAL"
"2023/05/11 9:41:57 AM GMT-3","Bianca Lemos","Ticket: #51982","PF"
"2023/05/11 9:43:25 AM GMT-3","Vanessa Rosa","Ticket: #51983","PF"
"2023/05/11 9:44:50 AM GMT-3","juliana"," #51934","PF"
"2023/05/11 9:44:58 AM GMT-3","VAL","Ticket #51984","PF"
"2023/05/11 9:48:55 AM GMT-3","VAL ","Ticket #51986","UFSC"
"2023/05/11 9:49:22 AM GMT-3","Davi","Ticket #51987","PF"
"2023/05/11 9:50:44 AM GMT-3","Davi","Ticket #51988","PJ EMPRESARIAL"
"2023/05/11 9:53:01 AM GMT-3","SARAH MORGANA","Ticket: #156152","CAASC 0976"
"2023/05/11 9:54:17 AM GMT-3","Caleb","Ticket: #51991","PF"
"2023/05/11 9:56:54 AM GMT-3","Caleb ","Ticket: #51992","PF"
"2023/05/11 9:59:47 AM GMT-3","juliana","#51941","PJ EMPRESARIAL"
"2023/05/11 10:00:35 AM GMT-3","Caleb ","Ticket: #51994","UFSC"
"2023/05/11 10:06:16 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #51999","PJ EMPRESARIAL"
"2023/05/11 10:06:18 AM GMT-3","Bianca Lemos","Ticket: #51995","FUNDAÇOES"
"2023/05/11 10:07:22 AM GMT-3","SARAH MORGANA","Ticket: #51998","PJ EMPRESARIAL"
"2023/05/11 10:08:39 AM GMT-3","Davi","Ticket #52000","INTERCAMBIO"
"2023/05/11 10:09:44 AM GMT-3","SARAH MORGANA","Ticket: #52001","INTERCAMBIO"
"2023/05/11 10:12:04 AM GMT-3","Sara Zimmermann","Ticket #51979","PJ COLETIVO POR ADESÃO"
"2023/05/11 10:17:23 AM GMT-3","Sara Zimmermann","Ticket: #51997","PJ EMPRESARIAL"
"2023/05/11 10:19:45 AM GMT-3","Sara Zimmermann ","Ticket: #51993","PJ COLETIVO POR ADESÃO"
"2023/05/11 10:20:27 AM GMT-3","Caleb ","Ticket: #52007","PJ EMPRESARIAL;PJ COLETIVO POR ADESÃO"
"2023/05/11 10:21:29 AM GMT-3","Davi","Ticket #51990","PF"
"2023/05/11 10:23:40 AM GMT-3","Caleb","Ticket: #52011","PJ EMPRESARIAL"
"2023/05/11 10:23:45 AM GMT-3","SARAH MORGANA ","Ticket: #52001","PJ EMPRESARIAL"
"2023/05/11 10:27:07 AM GMT-3","juliana","Ticket #51960","PJ EMPRESARIAL"
"2023/05/11 10:29:28 AM GMT-3","juliana","#51953","PJ EMPRESARIAL"
"2023/05/11 10:30:19 AM GMT-3","VAL","Ticket #52013","UFSC"
"2023/05/11 10:30:54 AM GMT-3","Bianca Lemos","Ticket: #52008","PJ COLETIVO POR ADESÃO"
"2023/05/11 10:31:19 AM GMT-3","VAL","Ticket #52014","PF"
"2023/05/11 10:32:32 AM GMT-3","Natalia","Ticket: #52016","PF"
"2023/05/11 10:35:53 AM GMT-3","Davi","Ticket #52003","PJ COLETIVO POR ADESÃO"
"2023/05/11 10:36:34 AM GMT-3","SARAH MORGANA","Ticket: #52019","PJ COLETIVO POR ADESÃO"
"2023/05/11 10:38:23 AM GMT-3","Natalia","Ticket: #52022","PJ EMPRESARIAL"
"2023/05/11 10:39:07 AM GMT-3","juliana","#52018","PJ EMPRESARIAL"
"2023/05/11 10:41:34 AM GMT-3","SARAH MORGANA ","Ticket: #52025","PF"
"2023/05/11 10:43:20 AM GMT-3","Davi","Ticket #52003","PF"
"2023/05/11 10:46:25 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #52028","PJ EMPRESARIAL"
"2023/05/11 10:47:04 AM GMT-3","Sara Zimmermann","Ticket: #52004","PJ COLETIVO POR ADESÃO"
"2023/05/11 10:47:22 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #52029","PJ COLETIVO POR ADESÃO"
"2023/05/11 10:48:09 AM GMT-3","SARAH MORGANA ","Ticket: #52027","UFSC"
"2023/05/11 10:48:19 AM GMT-3","Sara Zimmermann ","Ticket #52024","PF"
"2023/05/11 10:52:12 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #52033","UFSC"
"2023/05/11 10:55:24 AM GMT-3","Érika Mulassani Mainardi","Ticket: #52032","PJ EMPRESARIAL"
"2023/05/11 10:55:25 AM GMT-3","VAL","Ticket #52015","PF"
"2023/05/11 10:58:22 AM GMT-3","VAL","Ticket #52034","PJ EMPRESARIAL"
"2023/05/11 10:59:34 AM GMT-3","Natalia","Ticket: #52038","PF"
"2023/05/11 11:00:32 AM GMT-3","Sara zimmermann","Ticket: #52040","PF"
"2023/05/11 11:01:32 AM GMT-3","Val ","Ticket #52039","PJ EMPRESARIAL"
"2023/05/11 11:04:24 AM GMT-3","Natalia","Ticket: #52042","UFSC"
"2023/05/11 11:04:49 AM GMT-3","Bianca Lemos","Ticket: #52031","PJ COLETIVO POR ADESÃO"
"2023/05/11 11:06:22 AM GMT-3","juliana","#51969","PF"
"2023/05/11 11:09:12 AM GMT-3","juliana","Ticket #52002","PJ EMPRESARIAL"
"2023/05/11 11:09:35 AM GMT-3","SARAH MORGANA","Ticket: #52043","PJ EMPRESARIAL"
"2023/05/11 11:10:06 AM GMT-3","SARAH MORGANA","Ticket: #52044","PJ EMPRESARIAL"
"2023/05/11 11:11:50 AM GMT-3","Davi","Ticket #52006","PF"
"2023/05/11 11:12:44 AM GMT-3","Caleb ","Ticket: #52049","PF"
"2023/05/11 11:13:26 AM GMT-3","Henrique Freitag","Ticket #52047","PJ COLETIVO POR ADESÃO"
"2023/05/11 11:16:49 AM GMT-3","Milenna","Ticket #51985","INTERCAMBIO"
"2023/05/11 11:17:09 AM GMT-3","SARAH MORGANA","Ticket: #52044","PJ EMPRESARIAL"
"2023/05/11 11:21:50 AM GMT-3","Henrique Freitag","Ticket #52050","INTERCAMBIO"
"2023/05/11 11:22:10 AM GMT-3","Henrique Freitag","Ticket #52051","INTERCAMBIO"
"2023/05/11 11:22:47 AM GMT-3","Henrique Freitag","Ticket #52052","INTERCAMBIO"
"2023/05/11 11:23:21 AM GMT-3","Henrique Freitag","Ticket #52054","PJ EMPRESARIAL"
"2023/05/11 11:23:54 AM GMT-3","Henrique Freitag","Ticket #52055","PF"
"2023/05/11 11:24:54 AM GMT-3","juliana"," #52005","PJ EMPRESARIAL"
"2023/05/11 11:29:29 AM GMT-3","juliana"," #52017","PJ EMPRESARIAL"
"2023/05/11 11:33:02 AM GMT-3","Davi","Ticket #52009","INTERCAMBIO"
"2023/05/11 11:37:25 AM GMT-3","Henrique Freitag","Ticket #52061","UFSC"
"2023/05/11 11:41:41 AM GMT-3"," VAL","Ticket #52063","CAASC 0025"
"2023/05/11 11:42:56 AM GMT-3","VAL ","Ticket #52065","PJ EMPRESARIAL"
"2023/05/11 11:43:51 AM GMT-3","Natalia","Ticket: #52057","PJ EMPRESARIAL"
"2023/05/11 11:44:04 AM GMT-3","Caleb ","Ticket: #52060","PJ EMPRESARIAL"
"2023/05/11 11:46:06 AM GMT-3","Sara Zimmermann","Ticket #52058","PF"
"2023/05/11 11:51:55 AM GMT-3","Milenna","Ticket #52070","PF"
"2023/05/11 11:52:14 AM GMT-3","Érika Mulassani Mainardi","Ticket: #52067","PJ EMPRESARIAL"
"2023/05/11 11:55:56 AM GMT-3","Natalia","Ticket: #52071","PJ EMPRESARIAL"
"2023/05/11 11:57:30 AM GMT-3","Érika Mulassani Mainardi","Ticket: #52073","PJ EMPRESARIAL"
"2023/05/11 11:59:41 AM GMT-3","Davi","Ticket #52010","UFSC"
"2023/05/11 12:00:24 PM GMT-3","Milenna","Ticket #156192","PJ EMPRESARIAL"
"2023/05/11 12:05:23 PM GMT-3","VAL","Ticket #52080","PF"
"2023/05/11 12:07:21 PM GMT-3","Davi","Ticket #52056","INTERCAMBIO"
"2023/05/11 12:11:42 PM GMT-3"," SARAH MORGANA","Ticket: #52081","PJ EMPRESARIAL"
"2023/05/11 12:12:13 PM GMT-3","Davi","Ticket #52072","CAASC 0025"
"2023/05/11 12:12:26 PM GMT-3"," SARAH MORGANA","Ticket: #52082","PJ EMPRESARIAL"
"2023/05/11 12:13:10 PM GMT-3","Milenna","Ticket #52083","PF"
"2023/05/11 12:15:38 PM GMT-3","Davi","Ticket #52074","INTERCAMBIO"
"2023/05/11 12:17:13 PM GMT-3","Davi","Ticket #52075","PJ EMPRESARIAL"
"2023/05/11 12:19:52 PM GMT-3","Milenna","Ticket #52088","PJ EMPRESARIAL"
"2023/05/11 12:19:59 PM GMT-3","Mallone Almeida","Ticket: #52084","INTERCAMBIO"
"2023/05/11 12:29:35 PM GMT-3","Érika Mulassani ","Ticket: #52092","PF"
"2023/05/11 12:30:12 PM GMT-3","Érika Mulassani ","Ticket: #52094","PF"
"2023/05/11 12:30:53 PM GMT-3","Érika Mulassani","Ticket: #52097","FUNDAÇOES"
